Bank-leitzahl;Bezeichnung;PLZ;Ort;BIC
10000000;Bundesbank;10591;Berlin;MARKDEF1100
10010010;Postbank Ndl der DB Privat- und Firmenkundenbank;10559;Berlin;PBNKDEFFXXX
10010123;OLINDA Zweigniederlassung Deutschland;10785;Berlin;QNTODEB2XXX
10010424;Aareal Bank;10666;Berlin;AARBDE5W100
10011001;N26 Bank;10179;Berlin;NTSBDEB1XXX
10017997;Holvi Payment Services Zweigniederlassung Deutschland;12059;Berlin;HOLVDEB1XXX
10019610;Landesbank Hessen-Thüringen Girozentrale;60311;Frankfurt am Main;DXIADEBBXXX
10019670;Landesbank Hessen-Thüringen Giroz - Deckung Pfandbriefbank;10969;Berlin;DXIADEB2COV
10020200;BHF-BANK;10117;Berlin;BHFBDEFF100
10020500;Bank für Sozialwirtschaft;10178;Berlin;BFSWDE33BER
10020510;Bank für Sozialwirtschaft;10178;Berlin;BFSWDE33BER
10020520;Bank für Sozialwirtschaft;10178;Berlin;BFSWDE33BER
10020890;UniCredit Bank - HypoVereinsbank;10896;Berlin;HYVEDEMM488
10020890;UniCredit Bank - HypoVereinsbank;14532;Kleinmachnow;HYVEDEMM488
10020890;UniCredit Bank - HypoVereinsbank;16515;Oranienburg;HYVEDEMM488
10020890;UniCredit Bank - HypoVereinsbank;14776;Brandenburg an der Havel;HYVEDEMM488
10020890;UniCredit Bank - HypoVereinsbank;15711;Königs Wusterhausen;HYVEDEMM488
10030200;Berlin Hyp;10787;Berlin;BHYPDEB2XXX
10030400;ABK Allgemeine Beamten Bank;10115;Berlin;ABKBDEB1XXX
10030500;M.M. Warburg & Co (vormals Bankhaus Löbbecke);20095;Hamburg;LOEBDEBBXXX
10030600;North Channel Bank;55118;Mainz;GENODEF1OGK
10030700;Eurocity Bank;60311;Frankfurt am Main;DLGHDEB1XXX
10030730;Eurocity Bank Gf GAA;60311;Frankfurt am Main;DLGHDEB1XXX
10031000;EIS Einlagensicherungsbank;10178;Berlin;EIEGDEB1XXX
10033300;Santander Consumer Bank;10439;Berlin;SCFBDE33XXX
10040000;Commerzbank, Filiale Berlin 1;10891;Berlin;COBADEBBXXX
10040005;Commerzbank, Filiale Berlin 3;10891;Berlin;COBADEBBXXX
10040010;Commerzbank, CC SP;10877;Berlin;COBADEFFXXX
10040048;Commerzbank GF-B48;10891;Berlin;COBADEFFXXX
10040060;Commerzbank Gf 160;10891;Berlin;COBADEFFXXX
10040061;Commerzbank Gf 161;10891;Berlin;COBADEFFXXX
10040062;Commerzbank CC;10783;Berlin;COBADEFFXXX
10040063;Commerzbank CC;10783;Berlin;COBADEFFXXX
10040085;Commerzbank, Gf Web-K;10877;Berlin;COBADEFFXXX
10045050;Commerzbank Service-BZ;10785;Berlin;COBADEFFXXX
10050000;Landesbank Berlin - Berliner Sparkasse;10889;Berlin;BELADEBEXXX
10050005;Landesbank Berlin - E 1 -;10889;Berlin;
10050006;Landesbank Berlin - E 2 -;10889;Berlin;
10050007;Landesbank Berlin - E 3 -;10889;Berlin;
10050008;Landesbank Berlin - E 4 -;10889;Berlin;
10050020;LBB S-Kreditpartner, Berlin;10715;Berlin;SKPADEB1XXX
10050500;LBS Ost Berlin;10405;Berlin;LBSODEB1BLN
10050999;DekaBank;60040;Frankfurt am Main;DGZFDEFFBER
10060198;Pax-Bank;14005;Berlin;GENODED1PA6
10061006;Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ;10117;Berlin;GENODED1KDB
10070000;Deutsche Bank Fil Berlin;10883;Berlin;DEUTDEBBXXX
10070000;Deutsche Bank Fil Berlin Gf P2;10883;Berlin;
10070000;Deutsche Bank Fil Berlin Gf P2;10883;Berlin;
10070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) F 700;10883;Berlin;DEUTDEDBBER
10070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) F 700;10883;Berlin;
10070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) F 700;10883;Berlin;
10070100;Deutsche Bank Fil Berlin II;10883;Berlin;DEUTDEBB101
10070124;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) Berlin;10883;Berlin;DEUTDEDB101
10070848;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) F 848;10623;Berlin;DEUTDEDB110
10077777;norisbank;10625;Berlin;NORSDE51XXX
10080000;Commerzbank vormals Dresdner Bank Filiale Berlin I;10877;Berlin;DRESDEFF100
10080005;Commerzbank vormals Dresdner Bank Zw A;10623;Berlin;DRESDEFFI26
10080006;Commerzbank vormals Dresdner Bank Zw B;10623;Berlin;DRESDEFFXXX
10080055;Commerzbank vormals Dresdner Bank Zw 55;10623;Berlin;DRESDEFF112
10080057;Commerzbank vormals Dresdner Bank Gf ZW 57;10877;Berlin;DRESDEFF114
10080085;Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 3;10877;Berlin;DRESDEFFI53
10080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;10877;Berlin;DRESDEFFI71
10080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;10877;Berlin;DRESDEFFI72
10080088;Commerzbank vormals Dresdner Bank IBLZ;10623;Berlin;DRESDEFFXXX
10080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;10877;Berlin;DRESDEFFI73
10080900;Commerzbank vormals Dresdner Bank Filiale Berlin III;10877;Berlin;DRESDEFF199
10089260;Commerzbank vormals Dresdner Bank ITGK;10877;Berlin;DRESDEFFI14
10089999;Commerzbank vormals Dresdner Bank ITGK 2;10117;Berlin;DRESDEFFI99
10090000;Berliner Volksbank;10892;Berlin;BEVODEBBXXX
10090000;Berliner Volksbank;15711;Königs Wusterhausen;
10090000;Berliner Volksbank;14979;Großbeeren;
10090000;Berliner Volksbank;16816;Neuruppin;
10090000;Berliner Volksbank;16515;Oranienburg;
10090000;Berliner Volksbank;15344;Strausberg;
10090000;Berliner Volksbank;16792;Zehdenick;
10090000;Berliner Volksbank;14547;Beelitz;
10090000;Berliner Volksbank;14929;Treuenbrietzen;
10090000;Berliner Volksbank;15757;Halbe;
10090000;Berliner Volksbank;16321;Bernau bei Berlin;
10090000;Berliner Volksbank;16866;Kyritz;
10090000;Berliner Volksbank;16909;Wittstock/Dosse;
10090000;Berliner Volksbank;16775;Gransee;
10090000;Berliner Volksbank;16761;Hennigsdorf;
10090000;Berliner Volksbank;16225;Eberswalde;
10090000;Berliner Volksbank;14612;Falkensee;
10090000;Berliner Volksbank (Gf P2);10892;Berlin;
10090000;Volksbank Potsdam Zndl d Berliner Volksbank;14467;Potsdam;
10090300;Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer;13353;Berlin;GENODEF1BSB
10090603;apoBank;10593;Berlin;DAAEDED1003
10090603;apoBank;19061;Schwerin;DAAEDED1042
10090603;apoBank;1099;Dresden;DAAEDED1043
10090603;apoBank;4129;Leipzig;DAAEDED1041
10090603;apoBank;9111;Chemnitz;DAAEDED1049
10090603;apoBank;99084;Erfurt;DAAEDED1045
10090603;apoBank;39104;Magdeburg;DAAEDED1046
10090603;apoBank;14467;Potsdam;DAAEDED1048
10090603;apoBank;18057;Rostock;
10090900;PSD Bank Berlin-Brandenburg;12154;Berlin;GENODEF1P01
10090900;PSD Bank Berlin-Brandenburg (Gf P2);12154;Berlin;
10110300;Westend Bank;60599;Frankfurt am Main;MACODEB1XXX
10110400;Investitionsbank Berlin;10702;Berlin;IBBBDEBBXXX
10110600;Quirin Privatbank;10711;Berlin;QUBKDEBBXXX
10120100;Weberbank;10893;Berlin;WELADED1WBB
10120800;BNP Paribas Ndl. Deutschland former VON ESSEN Bank;80336;München;VONEDE33BLN
10130600;Isbank Fil Berlin;13353;Berlin;ISBKDEFXXXX
10130800;flatex Bank;60327;Frankfurt am Main;BIWBDE33XXX
10220500;Lloyds Bank;10178;Berlin;BOFSDEB1XXX
10220600;Sydbank Filiale Berlin;14193;Berlin;SYBKDE22BER
10310600;Tradegate Wertpapierhandelsbank Berlin;10711;Berlin;TRDADEB1PBK
11010100;solarisBank;10178;Berlin;SOBKDEBBXXX
11010101;solarisBank Gf (S);10178;Berlin;SOBKDEB2XXX
12016836;KfW Kreditanstalt für Wiederaufbau;10117;Berlin;KFWIDEFF100
12030000;Deutsche Kreditbank Berlin;10117;Berlin;BYLADEM1001
12030000;Deutsche Kreditbank;9111;Chemnitz;
12030000;Deutsche Kreditbank;4109;Leipzig;
12030000;Deutsche Kreditbank;1069;Dresden;
12030000;Deutsche Kreditbank;98527;Suhl;
12030000;Deutsche Kreditbank;7545;Gera;
12030000;Deutsche Kreditbank;99084;Erfurt;
12030000;Deutsche Kreditbank;6122;Halle (Saale);
12030000;Deutsche Kreditbank;39104;Magdeburg;
12030000;Deutsche Kreditbank;3046;Cottbus;
12030000;Deutsche Kreditbank;15230;Frankfurt (Oder);
12030000;Deutsche Kreditbank;14471;Potsdam;
12030000;Deutsche Kreditbank;17034;Neubrandenburg;
12030000;Deutsche Kreditbank;19053;Schwerin;
12030000;Deutsche Kreditbank;18057;Rostock;
12030000;Deutsche Kreditbank (Gf P2);10117;Berlin;
12030900;Merck Finck Privatbankiers;10719;Berlin;MEFIDEMM100
12040000;Commerzbank Filiale Berlin 2;10891;Berlin;COBADEBB120
12050555;ZVA Norddeutsche Landesbank Gf SA;30151;Hannover;NOLADE21DVS
12060000;DZ BANK;10001;Berlin;GENODEFF120
12070000;Deutsche Bank Ld Brandenburg;14405;Potsdam;DEUTDEBB160
12070000;Deutsche Bank;16252;Bad Freienwalde (Oder);DEUTDEBB172
12070000;Deutsche Bank;16311;Bernau bei Berlin;DEUTDEBB122
12070000;Deutsche Bank;14776;Brandenburg an der Havel;DEUTDEBB161
12070000;Deutsche Bank;3046;Cottbus;DEUTDEBB180
12070000;Deutsche Bank;16225;Eberswalde;DEUTDEBB173
12070000;Deutsche Bank;15873;Eisenhüttenstadt;DEUTDEBB174
12070000;Deutsche Bank;3232;Finsterwalde;DEUTDEBB182
12070000;Deutsche Bank;15203;Frankfurt (Oder);DEUTDEBB170
12070000;Deutsche Bank;15501;Fürstenwalde/Spree;DEUTDEBB175
12070000;Deutsche Bank;14902;Jüterbog;DEUTDEBB187
12070000;Deutsche Bank;15701;Königs Wusterhausen;DEUTDEBB121
12070000;Deutsche Bank;16856;Kyritz;DEUTDEBB163
12070000;Deutsche Bank;16801;Neuruppin;DEUTDEBB123
12070000;Deutsche Bank;16502;Oranienburg;DEUTDEBB120
12070000;Deutsche Bank;10883;Berlin;
12070000;Deutsche Bank;16921;Pritzwalk;DEUTDEBB166
12070000;Deutsche Bank;14712;Rathenow;DEUTDEBB167
12070000;Deutsche Bank;16285;Schwedt/Oder;DEUTDEBB176
12070000;Deutsche Bank;15301;Seelow;DEUTDEBB177
12070000;Deutsche Bank;1968;Senftenberg;DEUTDEBB185
12070000;Deutsche Bank;3130;Spremberg;DEUTDEBB186
12070000;Deutsche Bank;2931;Weißwasser/O.L.;DEUTDEBB189
12070000;Deutsche Bank;3161;Guben;DEUTDEBB183
12070000;Deutsche Bank;16901;Wittstock/Dosse;DEUTDEBB169
12070000;Deutsche Bank;15801;Zossen;DEUTDEBB124
12070000;Deutsche Bank;16278;Angermünde;DEUTDEBB171
12070000;Deutsche Bank;14612;Falkensee;DEUTDEBB162
12070000;Deutsche Bank;3149;Forst (Lausitz);DEUTDEBB181
12070000;Deutsche Bank;16761;Hennigsdorf;DEUTDEBB125
12070000;Deutsche Bank;14943;Luckenwalde;DEUTDEBB188
12070000;Deutsche Bank;14974;Ludwigsfelde;DEUTDEBB164
12070000;Deutsche Bank;15907;Lübben (Spreewald);DEUTDEBB184
12070000;Deutsche Bank;1987;Schwarzheide;DEUTDEBB126
12070000;Deutsche Bank;15344;Strausberg;DEUTDEBB178
12070000;Deutsche Bank;14513;Teltow;DEUTDEBB127
12070000;Deutsche Bank;14542;Werder (Havel);DEUTDEBB168
12070000;Deutsche Bank;14641;Nauen;DEUTDEBB165
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14405;Potsdam;DEUTDEDB160
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16278;Angermünde;DEUTDEDB171
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16252;Bad Freienwalde (Oder);DEUTDEDB172
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16311;Bernau bei Berlin;DEUTDEDB122
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);3046;Cottbus;DEUTDEDB180
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16225;Eberswalde;DEUTDEDB173
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15873;Eisenhüttenstadt;DEUTDEDB174
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14612;Falkensee;DEUTDEDB162
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);3232;Finsterwalde;DEUTDEDB182
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);3149;Forst (Lausitz);DEUTDEDB181
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15203;Frankfurt (Oder);DEUTDEDB170
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15501;Fürstenwalde/Spree;DEUTDEDB175
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);3161;Guben;DEUTDEDB183
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16761;Hennigsdorf;DEUTDEDB125
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14902;Jüterbog;DEUTDEDB187
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15701;Königs Wusterhausen;DEUTDEDB121
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16856;Kyritz;DEUTDEDB163
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14943;Luckenwalde;DEUTDEDB188
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14974;Ludwigsfelde;DEUTDEDB164
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15907;Lübben (Spreewald);DEUTDEDB184
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14641;Nauen;DEUTDEDB165
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16801;Neuruppin;DEUTDEDB123
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16502;Oranienburg;DEUTDEDB120
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);10883;Berlin;
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16921;Pritzwalk;DEUTDEDB166
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14712;Rathenow;DEUTDEDB167
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);1987;Schwarzheide;DEUTDEDB126
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16285;Schwedt/Oder;DEUTDEDB176
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15301;Seelow;DEUTDEDB177
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);1968;Senftenberg;DEUTDEDB185
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);3130;Spremberg;DEUTDEDB186
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15344;Strausberg;DEUTDEDB178
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14513;Teltow;DEUTDEDB127
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);2931;Weißwasser/O.L.;DEUTDEDB189
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14542;Werder (Havel);DEUTDEDB168
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16901;Wittstock/Dosse;DEUTDEDB169
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15801;Zossen;DEUTDEDB124
12070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) F 704;14776;Brandenburg an der Havel;DEUTDEDB161
12070070;Deutsche Bank (Gf intern);14405;Potsdam;DEUTDEFFVAC
12070088;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) intern;14405;Potsdam;DEUTDEDBPAL
12080000;Commerzbank vormals Dresdner Bank Filiale Berlin II;10623;Berlin;DRESDEFF120
12090640;apoBank;10625;Berlin;DAAEDED1040
12096597;Sparda-Bank Berlin;10407;Berlin;GENODEF1S10
12096597;Sparda-Bank Berlin;3046;Cottbus;
12096597;Sparda-Bank Berlin;1099;Dresden;
12096597;Sparda-Bank Berlin;99084;Erfurt;
12096597;Sparda-Bank Berlin;17489;Greifswald, Hansestadt;
12096597;Sparda-Bank Berlin;6112;Halle (Saale);
12096597;Sparda-Bank Berlin;39104;Magdeburg;
12096597;Sparda-Bank Berlin;19053;Schwerin;
12096597;Sparda-Bank Berlin;4001;Leipzig;
12096597;Sparda-Bank Berlin;6449;Aschersleben;
12096597;Sparda-Bank Berlin;2625;Bautzen;
12096597;Sparda-Bank Berlin;18528;Bergen auf Rügen;
12096597;Sparda-Bank Berlin;6406;Bernburg (Saale);
12096597;Sparda-Bank Berlin;14774;Brandenburg an der Havel;
12096597;Sparda-Bank Berlin;9111;Chemnitz;
12096597;Sparda-Bank Berlin;4509;Delitzsch;
12096597;Sparda-Bank Berlin;6849;Dessau-Roßlau;
12096597;Sparda-Bank Berlin;99817;Eisenach;
12096597;Sparda-Bank Berlin;4895;Falkenberg;
12096597;Sparda-Bank Berlin;15230;Frankfurt (Oder);
12096597;Sparda-Bank Berlin;7545;Gera;
12096597;Sparda-Bank Berlin;2826;Görlitz;
12096597;Sparda-Bank Berlin;99867;Gotha;
12096597;Sparda-Bank Berlin;18273;Güstrow;
12096597;Sparda-Bank Berlin;38820;Halberstadt;
12096597;Sparda-Bank Berlin;6886;Lutherstadt Wittenberg;
12096597;Sparda-Bank Berlin;98617;Meiningen;
12096597;Sparda-Bank Berlin;99724;Nordhausen;
12096597;Sparda-Bank Berlin;1796;Pirna;
12096597;Sparda-Bank Berlin;14473;Potsdam;
12096597;Sparda-Bank Berlin;1587;Riesa;
12096597;Sparda-Bank Berlin;18055;Rostock;
12096597;Sparda-Bank Berlin;7318;Saalfeld/Saale;
12096597;Sparda-Bank Berlin;39576;Stendal;
12096597;Sparda-Bank Berlin;18437;Stralsund;
12096597;Sparda-Bank Berlin;99423;Weimar;
12096597;Sparda-Bank Berlin;6667;Weißenfels;
12096597;Sparda-Bank Berlin;19322;Wittenberge;
12096597;Sparda-Bank Berlin;8056;Zwickau;
12096597;Sparda-Bank Berlin;23966;Wismar;
12096597;Sparda-Bank Berlin;17033;Neubrandenburg;
12096597;Sparda-Bank Berlin (Gf P2);10407;Berlin;
13000000;Bundesbank;18004;Rostock;MARKDEF1130
13010111;DSK Hyp;18055;Rostock;ESSEDE5F130
13040000;Commerzbank;18006;Rostock;COBADEFFXXX
13040000;Commerzbank;23951;Wismar;
13040000;Commerzbank;18184;Roggentin;
13050000;Ostseesparkasse Rostock;18004;Rostock;NOLADE21ROS
13050000;Ostseesparkasse Rostock;18242;Bützow;
13050000;Ostseesparkasse Rostock;18262;Güstrow;
13050000;Ostseesparkasse Rostock;17161;Teterow;
13050000;Ostseesparkasse Rostock;18201;Bad Doberan;
13051042;Sparkasse Vorpommern auf Rügen;18525;Bergen auf Rügen;NOLADE21RUE
13061008;Volksbank Wolgast -alt-;17438;Wolgast;GENODEF1WOG
13061008;Volksbank Wolgast (Gf P2);17438;Wolgast;
13061078;Volks- und Raiffeisenbank;23952;Wismar;GENODEF1HWI
13061078;Volks- und Raiffeisenbank;18225;Kühlungsborn;
13061078;Volks- und Raiffeisenbank;23923;Schönberg;
13061078;Volks- und Raiffeisenbank;23948;Klütz;
13061078;Volks- und Raiffeisenbank;18233;Neubukow;
13061078;Volks- und Raiffeisenbank;23932;Grevesmühlen;
13061078;Volks- und Raiffeisenbank;23996;Bobitz;
13061078;Volks- und Raiffeisenbank;23974;Neuburg;
13061078;Volks- und Raiffeisenbank;23992;Neukloster;
13061078;Volks- und Raiffeisenbank;23999;Insel Poel;
13061078;Volks- und Raiffeisenbank;19205;Gadebusch;
13061078;Volks- und Raiffeisenbank;19209;Lützow;
13061078;Volks- und Raiffeisenbank;19217;Rehna;
13061078;Volks- und Raiffeisenbank (Gf P2);23952;Wismar;
13061088;Raiffeisenbank Wismar -alt-;23952;Wismar;GENODEF1HWR
13061128;Raiffeisenbank;18209;Bad Doberan;GENODEF1DBR
13061128;Raiffeisenbank (Gf P2);18202;Bad Doberan;
13070000;Deutsche Bank;18002;Rostock;DEUTDEBRXXX
13070000;Deutsche Bank;17381;Anklam;DEUTDEBB151
13070000;Deutsche Bank;18201;Bad Doberan;DEUTDEBR131
13070000;Deutsche Bank;18521;Bergen auf Rügen;DEUTDEBR133
13070000;Deutsche Bank;18241;Bützow;DEUTDEBB130
13070000;Deutsche Bank;17101;Demmin, Hansestadt;DEUTDEBB131
13070000;Deutsche Bank;17462;Greifswald, Hansestadt;DEUTDEBR134
13070000;Deutsche Bank;23932;Grevesmühlen;
13070000;Deutsche Bank;18502;Grimmen;DEUTDEBR135
13070000;Deutsche Bank;18262;Güstrow;DEUTDEBB141
13070000;Deutsche Bank;19221;Hagenow;DEUTDEBB142
13070000;Deutsche Bank;19281;Ludwigslust;DEUTDEBB143
13070000;Deutsche Bank;19381;Lübz;DEUTDEBB144
13070000;Deutsche Bank;17132;Malchin;DEUTDEBB152
13070000;Deutsche Bank;17036;Neubrandenburg;DEUTDEBB150
13070000;Deutsche Bank;17225;Neustrelitz;DEUTDEBB153
13070000;Deutsche Bank;17281;Prenzlau;DEUTDEBB154
13070000;Deutsche Bank;18311;Ribnitz-Damgarten;DEUTDEBR136
13070000;Deutsche Bank;19002;Schwerin;DEUTDEBB140
13070000;Deutsche Bank;18401;Stralsund;DEUTDEBR138
13070000;Deutsche Bank;17261;Templin;DEUTDEBB155
13070000;Deutsche Bank;17161;Teterow;DEUTDEBB156
13070000;Deutsche Bank;17351;Torgelow;DEUTDEBB179
13070000;Deutsche Bank;23951;Wismar;DEUTDEBB148
13070000;Deutsche Bank;19313;Wittenberge;DEUTDEBB149
13070000;Deutsche Bank;17438;Wolgast;DEUTDEBB159
13070000;Deutsche Bank;19205;Gadebusch;DEUTDEBB132
13070000;Deutsche Bank;19370;Parchim;DEUTDEBB145
13070000;Deutsche Bank;19348;Perleberg;DEUTDEBB146
13070000;Deutsche Bank;19395;Plau am See;DEUTDEBB147
13070000;Deutsche Bank;17153;Stavenhagen, Reuterstadt;
13070000;Deutsche Bank;18546;Sassnitz;DEUTDEBR137
13070000;Deutsche Bank;17192;Waren (Müritz);DEUTDEBB158
13070000;Deutsche Bank;17373;Ueckermünde;DEUTDEBB157
13070000;Deutsche Bank;18356;Barth;DEUTDEBR132
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18002;Rostock;DEUTDEDBROS
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17381;Anklam;DEUTDEDB151
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18201;Bad Doberan;DEUTDEDB131
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18356;Barth;
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18521;Bergen auf Rügen;DEUTDEDB133
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18241;Bützow;DEUTDEDB130
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17101;Demmin, Hansestadt;DEUTDEDB128
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19205;Gadebusch;DEUTDEDB132
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17462;Greifswald, Hansestadt;DEUTDEDB134
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);23932;Grevesmühlen;
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18502;Grimmen;DEUTDEDB135
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18262;Güstrow;DEUTDEDB141
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19221;Hagenow;DEUTDEDB142
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19281;Ludwigslust;DEUTDEDB143
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19381;Lübz;DEUTDEDB144
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17132;Malchin;DEUTDEDB152
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17033;Neubrandenburg;DEUTDEDB150
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17225;Neustrelitz;DEUTDEDB153
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19370;Parchim;DEUTDEDB145
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19348;Perleberg;DEUTDEDB146
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19395;Plau am See;DEUTDEDB147
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17281;Prenzlau;DEUTDEDB154
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17153;Stavenhagen, Reuterstadt;
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18311;Ribnitz-Damgarten;DEUTDEDB136
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18546;Sassnitz;DEUTDEDB137
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19002;Schwerin;DEUTDEDB140
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);18401;Stralsund;DEUTDEDB138
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17261;Templin;DEUTDEDB155
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17161;Teterow;DEUTDEDB156
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17351;Torgelow;DEUTDEDB179
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17373;Ueckermünde;DEUTDEDB157
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17192;Waren (Müritz);DEUTDEDB158
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);23951;Wismar;DEUTDEDB148
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19313;Wittenberge;DEUTDEDB149
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17438;Wolgast;DEUTDEDB159
13080000;Commerzbank vormals Dresdner Bank;18010;Rostock;DRESDEFF130
13090000;Rostocker Volks- und Raiffeisenbank;18003;Rostock;GENODEF1HR1
13090000;Rostocker Volks- und Raiffeisenbank (Gf P2);18003;Rostock;
13091054;Pommersche Volksbank;18439;Stralsund;GENODEF1HST
13091054;Pommersche Volksbank (Gf P2);18401;Stralsund;
13091084;Volksbank Wismar -alt-;23952;Wismar;GENODEF1HWV
14040000;Commerzbank;19055;Schwerin;COBADEFFXXX
14040000;Commerzbank;19361;Parchim;
14051000;Sparkasse Mecklenburg-Nordwest;23951;Wismar;NOLADE21WIS
14051000;Sparkasse Mecklenburg-Nordwest;19217;Rehna;
14051000;Sparkasse Mecklenburg-Nordwest;23996;Bad Kleinen;
14051000;Sparkasse Mecklenburg-Nordwest;23946;Ostseebad Boltenhagen;
14051000;Sparkasse Mecklenburg-Nordwest;23942;Dassow;
14051000;Sparkasse Mecklenburg-Nordwest;23972;Dorf Mecklenburg;
14051000;Sparkasse Mecklenburg-Nordwest;19205;Gadebusch;
14051000;Sparkasse Mecklenburg-Nordwest;23936;Grevesmühlen;
14051000;Sparkasse Mecklenburg-Nordwest;19417;Warin;
14051000;Sparkasse Mecklenburg-Nordwest;23923;Herrnburg;
