Bank-leitzahl;Bezeichnung;PLZ;Ort;BIC
22290031;Volksbank Raiffeisenbank Itzehoe Norderstedt Hohenwestedt;25524;Itzehoe;GENODEF1VIT
23000000;Bundesbank eh Lübeck;22772;Hamburg;MARKDEF1230
23040022;Commerzbank;23547;Lübeck;COBADEFFXXX
23050000;Hamburg Commercial Bank, ehemals HSH Nordbank Hamburg;20095;Hamburg;HSHNDEHH230
23050101;Sparkasse zu Lübeck;23547;Lübeck;NOLADE21SPL
23051030;Sparkasse Südholstein;24531;Neumünster;NOLADE21SHO
23052750;Kreissparkasse Herzogtum Lauenburg;23909;Ratzeburg;NOLADE21RZB
23061220;Raiffeisenbank Leezen;23816;Leezen;GENODEF1LZN
23062124;Raiffeisenbank -alt-;22935;Bargteheide;GENODEF1BAR
23063129;Raiffeisenbank;21470;Lauenburg;GENODEF1RLB
23064107;Raiffeisenbank;21510;Büchen;GENODEF1BCH
23070700;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);23547;Lübeck;DEUTDEDB237
23070710;Deutsche Bank;23547;Lübeck;DEUTDEHH222
23080040;Commerzbank vormals Dresdner Bank;23501;Lübeck;DRESDEFF230
23089201;Commerzbank vormals Dresdner Bank ITGK;23501;Lübeck;DRESDEFFI08
23090142;Volksbank Lübeck;23552;Lübeck;GENODEF1HLU
23092620;apoBank;23514;Lübeck;DAAEDED1020
24040000;Commerzbank;21303;Lüneburg;COBADEFFXXX
24050110;Sparkasse Lüneburg;21309;Lüneburg;NOLADE21LBG
24060300;Volksbank Lüneburger Heide;21412;Winsen (Luhe);GENODEF1NBU
24061392;Volksbank Bleckede-Dahlenburg -alt-;21366;Dahlenburg;GENODEF1DAB
24070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21304;Lüneburg;DEUTDEDB240
24070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);29503;Uelzen;DEUTDEDB242
24070075;Deutsche Bank;21304;Lüneburg;DEUTDE2H240
24070075;Deutsche Bank;29503;Uelzen;DEUTDE2H241
24080000;Commerzbank vormals Dresdner Bank;21304;Lüneburg;DRESDEFF240
24090041;Volksbank Lüneburg -alt-;21319;Lüneburg;GENODEF1LUE
24121000;Ritterschaftliches Kreditinstitut Stade;21682;Stade;GENODED1RKI
24140041;Commerzbank;27451;Cuxhaven;COBADEFFXXX
24150001;Stadtsparkasse Cuxhaven;27456;Cuxhaven;BRLADE21CUX
24151005;Sparkasse Stade-Altes Land;21660;Stade;NOLADE21STS
24151116;Kreissparkasse Stade;21655;Stade;NOLADE21STK
24151235;Sparkasse Rotenburg Osterholz;27393;Zeven;BRLADE21ROB
24161594;Zevener Volksbank;27404;Zeven;GENODEF1SIT
24162898;Spar- u Darlehnskasse Börde Lamstedt-Hechthausen;21767;Lamstedt;GENODEF1LAS
24180000;Commerzbank vormals Dresdner Bank;21758;Otterndorf;DRESDEFF242
24180001;Commerzbank vormals Dresdner Bank;27452;Cuxhaven;DRESDEFF241
24191015;Volksbank Stade-Cuxhaven;21661;Stade;GENODEF1SDE
25000000;Bundesbank;30002;Hannover;MARKDEF1250
25010030;Postbank Ndl der DB Privat- und Firmenkundenbank;30139;Hannover;PBNKDEFFXXX
25010424;Aareal Bank;30014;Hannover;AARBDE5W250
25010600;Deutsche Hypothekenbank;30159;Hannover;DEHYDE2HXXX
25010900;Calenberger Kreditverein;30159;Hannover;CKVHDE21XXX
25020200;BHF-BANK;30159;Hannover;BHFBDEFF250
25020600;Santander Consumer Bank;30179;Hannover;SCFBDE33XXX
25040060;Commerzbank CC;30159;Hannover;COBADEFFXXX
25040061;Commerzbank CC;30159;Hannover;COBADEFFXXX
25040066;Commerzbank;30012;Hannover;COBADEFFXXX
25050000;Norddeutsche Landesbank Girozentrale;30002;Hannover;NOLADE2HXXX
25050055;ZVA Norddeutsche Landesbank SH;30151;Hannover;NOLADE21CSH
25050066;ZVA Norddeutsche Landesbank Gf MV;30151;Hannover;NOLADE21CMV
25050180;Sparkasse Hannover;30001;Hannover;SPKHDE2HXXX
25055500;LBS-Norddeutsche Landesbausparkasse;30002;Hannover;NOLADE21LBS
25060000;DZ BANK;30002;Hannover;GENODEFF250
25060000;DZ BANK;26016;Oldenburg;GENODEFF280
25060180;M.M. Warburg & Co (vormals Bankhaus Hallbaum);20095;Hamburg;HALLDE2HXXX
25069168;Volks- und Raiffeisenbank Leinebergland -alt-;31069;Delligsen;GENODEF1DES
25069262;Raiffeisen-Volksbank Neustadt;31535;Neustadt am Rübenberge;GENODEF1NST
25069270;Volksbank Aller-Oker;38539;Müden (Aller);GENODEF1MUA
25069503;Volksbank Diepholz-Barnstorf -alt-;49356;Diepholz;GENODEF1BNT
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);30002;Hannover;DEUTDEDBHAN
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31642;Stadthagen;DEUTDEDB243
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);30890;Barsinghausen;DEUTDEDB250
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31287;Burgdorf;DEUTDEDB252
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);30880;Laatzen;DEUTDEDB931
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);30839;Langenhagen;DEUTDEDB932
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31562;Nienburg (Weser);DEUTDEDB256
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37591;Holzminden;DEUTDEDB251
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);29624;Munster;DEUTDEDB933
25070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);29601;Soltau;DEUTDEDB258
25070066;Deutsche Bank;31642;Stadthagen;DEUTDE2H265
25070070;Deutsche Bank;30002;Hannover;DEUTDE2HXXX
25070070;Deutsche Bank;30890;Barsinghausen;DEUTDE2H250
25070070;Deutsche Bank;30839;Langenhagen;DEUTDE2H283
25070070;Deutsche Bank;30880;Laatzen;DEUTDE2H282
25070070;Deutsche Bank;31287;Burgdorf;DEUTDE2H252
25070077;Deutsche Bank;31562;Nienburg (Weser);DEUTDE2H256
25070084;Deutsche Bank;29601;Soltau;DEUTDE2H258
25070084;Deutsche Bank;29624;Munster;DEUTDE2H284
25070086;Deutsche Bank;37591;Holzminden;DEUTDE2H251
25080020;Commerzbank vormals Dresdner Bank;30002;Hannover;DRESDEFF250
25080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;20349;Hamburg;DRESDEFFI65
25089220;Commerzbank vormals Dresdner Bank ITGK;30002;Hannover;DRESDEFFI09
25090300;Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer;30175;Hannover;GENODEF1BFS
25090500;Sparda-Bank Hannover;30159;Hannover;GENODEF1S09
25090608;apoBank;30014;Hannover;DAAEDED1008
25090608;apoBank;37006;Göttingen;DAAEDED1037
25090900;PSD Bank;30016;Hannover;GENODEF1P09
25120510;Bank für Sozialwirtschaft;30005;Hannover;BFSWDE33HAN
25151270;Stadtsparkasse Barsinghausen;30890;Barsinghausen;NOLADE21BAH
25151371;Stadtsparkasse Burgdorf;31290;Burgdorf;NOLADE21BUF
25152375;Kreissparkasse Fallingbostel in Walsrode;29653;Walsrode;NOLADE21WAL
25152490;Stadtsparkasse Wunstorf;31501;Wunstorf;NOLADE21WST
25190001;Hannoversche Volksbank;30159;Hannover;VOHADE2HXXX
25190088;Hannoversche Volksbank GS nur für GAA;29690;Lindwedel;VOHADE2HXXX
25193331;Volksbank;30982;Pattensen;GENODEF1PAT
25250001;Kreissparkasse Peine -alt-;31204;Peine;NOLADE21PEI
25260010;Volksbank Peine -alt-;31224;Peine;GENODEF1PEV
25410200;BHW Bausparkasse;31763;Hameln;BHWBDE2HXXX
25440047;Commerzbank;31752;Hameln;COBADEFFXXX
25450001;Stadtsparkasse Hameln -alt-;31784;Hameln;NOLADE21HMS
25450110;Sparkasse Hameln-Weserbergland;31763;Hameln;NOLADE21SWB
25451345;Stadtsparkasse Bad Pyrmont;31797;Bad Pyrmont;NOLADE21PMT
25462160;Volksbank Hameln-Stadthagen;31763;Hameln;GENODEF1HMP
25462680;Volksbank im Wesertal;31863;Coppenbrügge;GENODEF1COP
25470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31785;Hameln;DEUTDEDB254
25470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31793;Bad Pyrmont;DEUTDEDB255
25470073;Deutsche Bank;31785;Hameln;DEUTDE2H254
25471024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31737;Rinteln;DEUTDEDB264
25471073;Deutsche Bank;31737;Rinteln;DEUTDE2H264
25480021;Commerzbank vormals Dresdner Bank;31752;Hameln;DRESDEFF254
25491273;Volksbank Aerzen -alt-;31850;Aerzen;GENODED1AEZ
25541426;Commerzbank;31667;Bückeburg;COBADEFFXXX
25551480;Sparkasse Schaumburg;31726;Rinteln;NOLADE21SHG
25591413;Volksbank in Schaumburg;31737;Rinteln;GENODEF1BCK
25621327;Oldenburgische Landesbank AG;49344;Diepholz;OLBODEH2XXX
25641302;Commerzbank;49356;Diepholz;COBADEFFXXX
25650106;Sparkasse Nienburg;31567;Nienburg (Weser);NOLADE21NIB
25651325;Kreissparkasse Grafschaft Diepholz;49343;Diepholz;BRLADE21DHZ
25662540;Volksbank -alt-;31593;Steyerberg;GENODEF1STY
25663584;Volksbank Aller-Weser;27318;Hoya;GENODEF1HOY
25690009;Volksbank Nienburg;31568;Nienburg (Weser);GENODEF1NIN
25690010;Volksbank Nienburg (Gf GAA);31582;Nienburg (Weser);GENODEF1NIN
25691633;Volksbank Sulingen;27223;Sulingen;GENODEF1SUL
25691699;Volksbank (Gf GAA);27232;Sulingen;GENODEF1SUL
25740061;Commerzbank;29201;Celle;COBADEFFXXX
25750001;Sparkasse Celle -alt-;29221;Celle;NOLADE21CEL
25761894;Volksbank Wittingen-Klötze -alt-;29371;Wittingen;GENODEF1WIK
25770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);29221;Celle;DEUTDEDB257
25770069;Deutsche Bank;29221;Celle;DEUTDE2H257
25780022;Commerzbank vormals Dresdner Bank;29204;Celle;DRESDEFF257
25791516;Volksbank Hankensbüttel-Wahrenholz -alt-;29384;Hankensbüttel;GENODEF1HKB
25791635;Volksbank Südheide - Isenhagener Land - Altmark;29221;Celle;GENODEF1HMN
25840048;Commerzbank;29503;Uelzen;COBADEFFXXX
25841403;Commerzbank;29431;Lüchow (Wendland);COBADEFFXXX
25841708;Commerzbank;29634;Schneverdingen;COBADEFFXXX
25850110;Sparkasse Uelzen Lüchow-Dannenberg;29506;Uelzen;NOLADE21UEL
25851335;Sparkasse Uelzen Lüchow-Dannenberg -alt-;29446;Dannenberg (Elbe);NOLADE21DAN
25851660;Kreissparkasse Soltau;29603;Soltau;NOLADE21SOL
25861990;Volksbank Clenze-Hitzacker -alt-;29459;Clenze;GENODEF1CLZ
25862292;Volksbank Uelzen-Salzwedel;29525;Uelzen;GENODEF1EUB
25863489;VR PLUS Altmark-Wendland;29439;Lüchow (Wendland);GENODEF1WOT
25891636;Volksbank Lüneburger Heide -alt-;29605;Soltau;GENODEF1SOL
25940033;Commerzbank;31102;Hildesheim;COBADEFFXXX
25950001;Stadtsparkasse Hildesheim -alt-;31112;Hildesheim;NOLADE21HIS
25950130;Sparkasse Hildesheim Goslar Peine;31134;Hildesheim;NOLADE21HIK
25970024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31103;Hildesheim;DEUTDEDB259
25970074;Deutsche Bank;31103;Hildesheim;DEUTDE2H259
25971024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31042;Alfeld (Leine);DEUTDEDB253
25971024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31021;Gronau (Leine);DEUTDEDB261
25971071;Deutsche Bank;31042;Alfeld (Leine);DEUTDE2H253
25971071;Deutsche Bank;31021;Gronau (Leine);DEUTDE2H261
25980027;Commerzbank vormals Dresdner Bank;31103;Hildesheim;DRESDEFF259
25990011;Volksbank Hildesheim;31113;Hildesheim;GENODEF1HIH
25991528;Volksbank Hildesheimer Börde -alt-;31185;Söhlde;GENODEF1SLD
26000000;Bundesbank;37016;Göttingen;MARKDEF1260
26040030;Commerzbank;37005;Göttingen;COBADEFFXXX
26050001;Sparkasse Göttingen;37070;Göttingen;NOLADE21GOE
26051260;Sparkasse Duderstadt;37105;Duderstadt;NOLADE21DUD
26051450;Kreis- und Stadtsparkasse Münden;34333;Hann. Münden;NOLADE21HMU
26061291;Volksbank Mitte -alt-;37104;Duderstadt;GENODEF1DUD
26061556;Volksbank;37139;Adelebsen;GENODEF1ADE
26062433;VR-Bank in Südniedersachsen;37127;Dransfeld;GENODEF1DRA
26070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37073;Göttingen;DEUTDEDB260
26070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37142;Northeim;DEUTDEDB263
26070072;Deutsche Bank;37073;Göttingen;DEUTDE2H260
26070072;Deutsche Bank;37142;Northeim;DEUTDE2H263
26080024;Commerzbank vormals Dresdner Bank;37006;Göttingen;DRESDEFF260
26090050;Volksbank Göttingen -alt-;37027;Göttingen;GENODEF1GOE
26240039;Commerzbank;37141;Northeim;COBADEFFXXX
26250001;Kreis-Sparkasse Northeim;37144;Northeim;NOLADE21NOM
26251425;Sparkasse Einbeck;37558;Einbeck;NOLADE21EIN
26261396;Volksbank Dassel -alt-;37584;Dassel;GENODEF1VDA
26261492;Volksbank Einbeck -alt-;37559;Einbeck;GENODEF1EIN
26261693;Volksbank Solling;37177;Hardegsen;GENODEF1HDG
26271424;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37553;Einbeck;DEUTDEDB262
26271471;Deutsche Bank;37553;Einbeck;DEUTDE2H262
26280020;Commerzbank vormals Dresdner Bank;37142;Northeim;DRESDEFF261
26281420;Commerzbank vormals Dresdner Bank;37553;Einbeck;DRESDEFF262
26340056;Commerzbank;37520;Osterode am Harz;COBADEFFXXX
26341072;Commerzbank;37412;Herzberg am Harz;COBADEFFXXX
26350001;Stadtsparkasse Osterode;37507;Osterode am Harz;NOLADE21OHA
26351015;Sparkasse Osterode am Harz;37520;Osterode am Harz;NOLADE21HZB
26351445;Stadtsparkasse Bad Sachsa;37438;Bad Sachsa;NOLADE21SAC
26500000;Bundesbank;49018;Osnabrück;MARKDEF1265
26520017;Oldenburgische Landesbank AG;49023;Osnabrück;OLBODEH2XXX
26521703;Oldenburgische Landesbank AG;49552;Bramsche;OLBODEH2XXX
26522319;Oldenburgische Landesbank AG;49603;Quakenbrück;OLBODEH2XXX
26540070;Commerzbank;49005;Osnabrück;COBADEFFXXX
26550105;Sparkasse Osnabrück;49018;Osnabrück;NOLADE22XXX
26551540;Kreissparkasse Bersenbrück;49587;Bersenbrück;NOLADE21BEB
26552286;Kreissparkasse Melle;49304;Melle;NOLADE21MEL
26560625;apoBank;49093;Osnabrück;DAAEDED1025
26562490;Volksbank Bad Laer-Borgloh-Hilter-Melle;49176;Hilter am Teutoburger Wald;GENODEF1HTR
26563960;Volksbank Bramgau-Wittlage;49554;Bramsche;GENODEF1WHO
26565928;Volksbank GMHütte-Hagen-Bissendorf;49124;Georgsmarienhütte;GENODEF1HGM
26566939;Volksbank Osnabrücker Nordland -alt-;49578;Fürstenau;GENODEF1MRZ
26567943;VR-Bank Osnabrücker Nordland;49584;Fürstenau;GENODEF1NOP
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49006;Osnabrück;DEUTDEDB265
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49180;Bad Iburg;DEUTDEDB921
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49551;Bramsche;DEUTDEDB922
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49109;Georgsmarienhütte;DEUTDEDB923
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49512;Lengerich;DEUTDEDB924
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49303;Melle;DEUTDEDB266
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49601;Quakenbrück;DEUTDEDB925
26570090;Deutsche Bank;49006;Osnabrück;DEUTDE3B265
26570090;Deutsche Bank;49109;Georgsmarienhütte;DEUTDE3B270
26570090;Deutsche Bank;49551;Bramsche;DEUTDE3B269
26570090;Deutsche Bank;49180;Bad Iburg;DEUTDE3B268
26570090;Deutsche Bank;49512;Lengerich;DEUTDE3B271
26570090;Deutsche Bank;49303;Melle;DEUTDE3B266
26570090;Deutsche Bank;49601;Quakenbrück;DEUTDE3B272
26580070;Commerzbank vormals Dresdner Bank;49007;Osnabrück;DRESDEFF265
26589210;Commerzbank vormals Dresdner Bank ITGK;49007;Osnabrück;DRESDEFFI10
26590025;Volksbank Osnabrück;49074;Osnabrück;GENODEF1OSV
26620010;Oldenburgische Landesbank AG;49789;Lingen (Ems);OLBODEH2XXX
26621413;Oldenburgische Landesbank AG;49706;Meppen;OLBODEH2XXX
26640049;Commerzbank;49783;Lingen (Ems);COBADEFFXXX
26650001;Sparkasse Emsland;49704;Meppen;NOLADE21EMS
26660060;Volksbank Lingen;49791;Lingen (Ems);GENODEF1LIG
26661380;Volksbank Haselünne;49734;Haselünne;GENODEF1HLN
26661494;Emsländische Volksbank Meppen;49716;Meppen;GENODEF1MEP
26662932;Volksbank;49838;Lengerich;GENODEF1LEN
26691213;Volksbank Haren Fil d Ostfriesischen VB;49725;Haren (Ems);GENODEF1HAR
26720028;Oldenburgische Landesbank AG;48510;Nordhorn;OLBODEH2XXX
26740044;Commerzbank;48502;Nordhorn;COBADEFFXXX
26750001;Kreissparkasse Grafschaft Bentheim zu Nordhorn;48522;Nordhorn;NOLADE21NOH
26760005;Raiffeisen- und Volksbank Nordhorn -alt-;48511;Nordhorn;GENODEF1NDH
26770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);48503;Nordhorn;DEUTDEDB267
26770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49783;Lingen (Ems);DEUTDEDB926
26770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49703;Meppen;DEUTDEDB927
26770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);48456;Schüttorf;DEUTDEDB928
26770095;Deutsche Bank;48503;Nordhorn;DEUTDE3B267
26770095;Deutsche Bank;49703;Meppen;DEUTDE3B274
26770095;Deutsche Bank;49783;Lingen (Ems);DEUTDE3B273
26770095;Deutsche Bank;48456;Schüttorf;DEUTDE3B275
26840032;Commerzbank;38640;Goslar;COBADEFFXXX
26850001;Sparkasse Goslar/Harz -alt-;38640;Goslar;NOLADE21GSL
26851410;Kreissparkasse Clausthal-Zellerfeld -alt-;38669;Clausthal-Zellerfeld;NOLADE21CLZ
26851620;Sparkasse Salzgitter -alt-;38246;Salzgitter;NOLADE21SZG
26870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38640;Goslar;DEUTDEDB268
26870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38668;Clausthal-Zellerfeld;DEUTDEDB929
26870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38712;Seesen;DEUTDEDB934
26870032;Deutsche Bank;38640;Goslar;DEUTDE2H268
26870032;Deutsche Bank;38668;Clausthal-Zellerfeld;DEUTDE2H280
26870032;Deutsche Bank;38712;Seesen;DEUTDE2H285
26880063;Commerzbank vormals Dresdner Bank;38640;Goslar;DRESDEFF268
26890019;Volksbank Nordharz;38640;Goslar;GENODEF1VNH
26891484;Volksbank im Harz;37504;Osterode am Harz;GENODEF1OHA
26941053;Commerzbank Wolfsburg;38440;Wolfsburg;COBADEFFXXX
26951311;Sparkasse Celle-Gifhorn-Wolfsburg;38518;Gifhorn;NOLADE21GFW
26971024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38402;Wolfsburg;DEUTDEDB269
26971038;Deutsche Bank;38402;Wolfsburg;DEUTDE2H269
26981062;Commerzbank vormals Dresdner Bank;38402;Wolfsburg;DRESDEFF269
26989221;Commerzbank vormals Dresdner Bank ITGK;38402;Wolfsburg;DRESDEFFI11
26991066;Volksbank Braunschweig Wolfsburg;38440;Wolfsburg;GENODEF1WOB
27010200;BNP Paribas Ndl. Deutschland former VON ESSEN Bank;80336;München;VONEDE33BRA
27020000;Volkswagen Bank;38112;Braunschweig;VOWADE2BXXX
27020001;Audi Bank Zndl d Volkswagen Bank;38112;Braunschweig;AUDFDE21XXX
27020003;Skoda Bank;38093;Braunschweig;SKODDE21XXX
27020004;AutoEuropa Bank;38112;Braunschweig;ECBKDE21XXX
27020800;Seat Bank Zndl d Volkswagen Bank;38093;Braunschweig;SEATDE21XXX
27032500;Bankhaus C. L. Seeliger;38300;Wolfenbüttel;BCLSDE21XXX
27040080;Commerzbank;38022;Braunschweig;COBADEFFXXX
27062290;Volksbank Börßum-Hornburg;38312;Börßum;GENODEF1BOH
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38022;Braunschweig;DEUTDEDB270
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37424;Bad Lauterberg im Harz;DEUTDEDB278
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38502;Gifhorn;DEUTDEDB271
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37401;Herzberg am Harz;DEUTDEDB930
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37501;Osterode am Harz;DEUTDEDB274
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38667;Bad Harzburg;DEUTDEDB272
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37437;Bad Sachsa;DEUTDEDB279
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38335;Helmstedt;DEUTDEDB273
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31202;Peine;DEUTDEDB275
27070030;Deutsche Bank;38022;Braunschweig;DEUTDE2H270
27070031;Deutsche Bank;38502;Gifhorn;DEUTDE2H271
27070034;Deutsche Bank;37501;Osterode am Harz;DEUTDE2H274
27070034;Deutsche Bank;37401;Herzberg am Harz;DEUTDE2H281
27070034;Deutsche Bank;37424;Bad Lauterberg im Harz;DEUTDE2H278
27070041;Deutsche Bank;37437;Bad Sachsa;DEUTDE2H279
27070042;Deutsche Bank;38667;Bad Harzburg;DEUTDE2H272
27070043;Deutsche Bank;38335;Helmstedt;DEUTDE2H273
27070079;Deutsche Bank;31202;Peine;DEUTDE2H275
27072524;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38282;Wolfenbüttel;DEUTDEDB277
27072537;Deutsche Bank;38282;Wolfenbüttel;DEUTDE2H277
27072724;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38242;Salzgitter;DEUTDEDB276
27072736;Deutsche Bank;38242;Salzgitter;DEUTDE2H276
27080060;Commerzbank vormals Dresdner Bank;38007;Braunschweig;DRESDEFF270
27089221;Commerzbank vormals Dresdner Bank ITGK;38007;Braunschweig;DRESDEFFI12
27090618;apoBank;38007;Braunschweig;DAAEDED1018
27090900;PSD Bank;38030;Braunschweig;GENODEF1P02
27092555;Volksbank;38300;Wolfenbüttel;GENODEF1WFV
27131300;Bankhaus Rautenschlein;38364;Schöningen;GENODEF1RTS
27240004;Commerzbank;37591;Holzminden;COBADEFFXXX
27290087;Volksbank Weserbergland -alt-;37594;Holzminden;GENODEF1HMV
27893359;Volksbank Braunlage;38700;Braunlage;GENODEF1BLG
27893760;Volksbank;38723;Seesen;GENODEF1SES
28000000;Bundesbank;26016;Oldenburg;MARKDEF1280
28020050;Oldenburgische Landesbank AG;26016;Oldenburg;OLBODEH2XXX
28021002;Oldenburgische Landesbank AG;26913;Brake (Unterweser);OLBODEH2XXX
28021301;Oldenburgische Landesbank AG;26149;Bad Zwischenahn;OLBODEH2XXX
28021504;Oldenburgische Landesbank AG;49643;Cloppenburg;OLBODEH2XXX
28021623;Oldenburgische Landesbank AG;49396;Damme;OLBODEH2XXX
28021705;Oldenburgische Landesbank AG;27735;Delmenhorst;OLBODEH2XXX
28021906;Oldenburgische Landesbank AG;26925;Elsfleth;OLBODEH2XXX
28022015;Oldenburgische Landesbank AG;26944;Nordenham;OLBODEH2XXX
28022412;Oldenburgische Landesbank AG;49619;Löningen;OLBODEH2XXX
28022511;Oldenburgische Landesbank AG;49382;Lohne (Oldenburg);OLBODEH2XXX
28022620;Oldenburgische Landesbank AG;26171;Rastede;OLBODEH2XXX
28022822;Oldenburgische Landesbank AG;49363;Vechta;OLBODEH2XXX
28023224;Oldenburgische Landesbank AG;26644;Westerstede;OLBODEH2XXX
28023325;Oldenburgische Landesbank AG;27782;Wildeshausen;OLBODEH2XXX
28030300;Oldenburgische Landesbank (vormals W. Fortmann & Söhne);26122;Oldenburg;FORTDEH4XXX
28040046;Commerzbank;26016;Oldenburg;COBADEFFXXX
28042865;Commerzbank;49360;Vechta;COBADEFFXXX
28050100;Landessparkasse zu Oldenburg;26016;Oldenburg;SLZODE22XXX
28060228;Raiffeisenbank Oldenburg;26016;Oldenburg;GENODEF1OL2
28061410;Raiffeisenbank Wesermarsch-Süd;26913;Brake (Unterweser);GENODEF1BRN
28061501;VR-Bank in Südoldenburg;49681;Garrel;GENODEF1CLP
28061679;Volksbank Dammer Berge;49396;Damme;GENODEF1DAM
28061822;Volksbank Oldenburg;26016;Oldenburg;GENODEF1EDE
28062165;Raiffeisenbank Rastede;26170;Rastede;GENODEF1RSE
28062249;Vereinigte Volksbank;27795;Hude;GENODEF1HUD
28062299;Vereinigte Volksbank GAA;27798;Hude;GENODEF1HUD
28062560;Volksbank Lohne-Mühlen;49379;Lohne (Oldenburg);GENODEF1LON
28062740;Volksbank Bookholzberg-Lemwerder -alt-;27770;Ganderkesee;GENODEF1GBH
28062913;Volksbank Bösel;26216;Bösel;GENODEF1BSL
28063253;Volksbank Westerstede;26645;Westerstede;GENODEF1WRE
28063526;Volksbank Essen-Cappeln;49692;Cappeln (Oldenburg);GENODEF1ESO
28063607;Volksbank Bakum;49454;Bakum;GENODEF1BAM
28064179;Volksbank Vechta;49364;Vechta;GENODEF1VEC
28064241;Raiffeisen-Volksbank Varel-Nordenham;26945;Nordenham;GENODEF1NHE
28065061;Volksbank Löningen;49619;Löningen;GENODEF1LOG
28065108;VR-Bank Dinklage-Steinfeld;49407;Dinklage;GENODEF1DIK
28065286;Raiffeisenbank Scharrel;26683;Saterland;GENODEF1SAN
28066103;Volksbank Visbek;49425;Visbek;GENODEF1VIS
28066214;Volksbank Wildeshauser Geest;27793;Wildeshausen;GENODEF1WDH
28066620;Spar- und Darlehnskasse Friesoythe;26169;Friesoythe;GENODEF1FOY
28067068;Volksbank Neuenkirchen-Vörden;49431;Neuenkirchen-Vörden;GENODEF1NEO
28067170;Volksbank Delmenhorst Schierbrok;27738;Delmenhorst;GENODEF1GSC
28067257;Volksbank Lastrup;49686;Lastrup;GENODEF1LAP
28068218;Raiffeisenbank Butjadingen-Abbehausen;26963;Butjadingen;GENODEF1BUT
28069052;Raiffeisenbank Strücklingen-Idafehn;26842;Ostrhauderfehn;GENODEF1ORF
28069092;VR Bank Oldenburg Land West;26209;Hatten;GENODEF1HAT
28069109;Volksbank Emstek;49683;Emstek;GENODEF1EMK
28069128;Raiffeisenbank Garrel -alt-;49675;Garrel;GENODEF1GRR
28069138;VR Bank Oldenburg Land West;26209;Hatten;GENODEF1VAG
28069293;Volksbank Obergrafschaft -alt-;48465;Schüttorf;GENODEF1BBH
28069381;Hümmlinger Volksbank;49757;Werlte;GENODEF1WLT
